lng,lat
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
20,47.8
21.2333,48.3167
21.2333,48.3167
21.2333,48.3167
21.2,48.3
21.2,48.3
21.2,48.3
21.2,48.3
21.2,48.3
21.2,48.3
21.2,48.3
21.2,48.3
21.2,48.3
20.9667,48.4
20.9667,48.4
20.9667,48.4
20.9667,48.4
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
21.2,48.2833
20.9833,48.3667
20.9833,48.3667
20.9833,48.3667
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
21.3167,48.5333
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
17.55,47.7
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20.8,48.4
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
20,47.1833
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
17.5667,46.8167
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
18.0167,47.7
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
19.3833,47.8
16.7333,47.3167
16.7333,47.3167
16.7333,47.3167
17.2,47.6833
17.2,47.6833
17.2,47.6833
17.2,47.6833
18.0167,47.4
18.0167,47.4
18.0167,47.4
18.0167,47.4
18.0167,47.4
18.0167,47.4
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
19.9833,47.7
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
18.1667,46.8667
17.55,47.3
17.55,47.3
17.55,47.3
17.55,47.3
17.55,47.3
17.55,47.3
17.55,47.3
17.55,47.3
17.55,47.3
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
18.8667,47.1167
17.25,47.2333
17.25,47.2333
17.25,47.2333
17.25,47.2333
17.25,47.2333
17.25,47.2333
18.0628,45.8506
18.0628,45.8506
18.0628,45.8506
18.0628,45.8506
18.2,46.2833
18.2,46.2833
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
19.45,46.8333
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.5167,47.6833
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
16.95,47.6167
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
22.0667,48.1833
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
17.5667,47.1
18.0667,47.4
18.0667,47.4
18.0667,47.4
18.0667,47.4
18.0667,47.4
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
19.2081,46.6917
20.65,48.2167
20.65,48.2167
20.65,48.2167
20.65,48.2167
20.65,48.2167
20.65,48.2167
20.65,48.2167
20.65,48.2167
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
18.7,46.8
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
20.05,47.4333
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
19.6167,47.25
18.6167,47.4167
18.6167,47.4167
18.6167,47.4167
18.6167,47.4167
